,movie_name,year,num_characters,num_connections,num_connected_components,num_main_characters,max_degree_node_value,max_degree_node,network_strength,max_weight_edge_value,max_weight_edge_source,max_weight_edge_target
4243,Annabelle: Creation,2017,12,23,1,2,9,Samuel Mullins,194,49,Samuel Mullins,Janice
4244,I Spit on Your Grave 2,2013,8,13,1,2,6,Katie Carter,129,25,Katie Carter,Georgy Patov
4245,Dead Souls,2012,11,25,1,4,8,Johnny Petrie,237,31,Johnny Petrie,Daniel Conroy
4246,At Play in the Fields of the Lord,1991,14,47,1,5,11,Billy Quarrier,539,33,Andy Huben,Billy Quarrier
4247,Slacker,1990,7,5,2,0,2,Old Man Recording Thoughts,19,6,Old Man Recording Thoughts,Ultimate Loser
4248,Twin Town,1997,10,18,1,3,7,Bryn Cartwright,255,59,Terry Walsh,Greyo
4249,Crashing,2007,6,8,1,2,5,Richard McMurray,75,18,Richard McMurray,Diane Freed
4250,Four Days in September,1997,7,15,1,5,6,Fernando Gabeira / Paulo,107,19,Toledo,Jonas
4251,Sabrina,1954,11,39,1,8,10,Sabrina Fairchild,1575,260,Sabrina Fairchild,David Larrabee
4252,Anna Christie,1930,6,15,1,6,5,Anna Christie,617,139,Anna Christie,Matt Burke
4253,Dracula: The Dark Prince,2013,7,15,1,5,6,Esme,95,13,Dracula,Alina
4254,Doctor Detroit,1983,14,41,1,5,11,Clifford Skridlow / Doctor Detroit,420,50,Clifford Skridlow / Doctor Detroit,Harmon Rousehorn
4255,Romy and Michele's High School Reunion,1997,14,38,1,3,13,Michele Weinberger,609,104,Romy White,Michele Weinberger
4256,Carry on Screaming!,1966,16,45,1,3,13,Albert Potter,534,97,Albert Potter,Doris Mann
4257,Happily N'Ever After 2,2009,9,18,1,5,7,Snow White,276,54,Snow White,Lady Vain
4258,Mechanic: Resurrection,2016,10,20,1,2,8,Riah Crain,293,70,Arthur Bishop,Riah Crain
4259,Child's Pose,2013,5,6,1,1,4,Cornelia Keneres,48,18,Barbu - Son,Carmen
4260,The Thin Blue Line,1988,5,5,1,2,3,Randall Adams,53,30,Randall Adams,David Harris
4261,Godsend,2004,15,44,1,3,13,Adam Duncan,1826,356,Adam Duncan,Paul Duncan
4262,Goodbye Christopher Robin,2017,13,30,1,3,11,Daphne Milne,872,184,Christopher Robin Aged 8,Alan Milne
4263,King Solomon's Mines,1950,8,12,1,1,6,Elizabeth Curtis,88,25,Allan Quatermain,Elizabeth Curtis
4264,Last Man Standing,1996,17,54,1,4,13,Strozzi Gang Member,1331,150,John Smith,Doyle
4265,The Gateway,2018,6,15,1,6,5,Jane Chandler,495,113,Jane Chandler,Matt Chandler
4266,Chain Reaction,1996,19,59,1,4,17,Eddie Kasalivich,860,99,Paul Shannon,Eddie Kasalivich
4267,Deuce Bigalow: Male Gigolo,1999,7,10,1,2,5,Deuce Bigalow,74,17,Deuce Bigalow,Kate
4268,Anatomy 2,2003,15,39,1,2,12,Prof. Charles Müller-LaRousse,244,30,Prof. Charles Müller-LaRousse,Benjamin 'Benny' Sachs
4269,+1,2013,9,21,1,4,7,David,243,63,David,Jill
4270,The Rules of Attraction,2002,15,39,1,2,13,Paul Denton,443,48,Paul Denton,Sean Bateman
4271,Soul Surfer,2011,25,105,1,4,22,Bethany Hamilton,1954,208,Bethany Hamilton,Malina Birch
4272,Paris Blues,1961,7,11,1,3,5,Eddie Cook,96,22,Eddie Cook,Connie Lampson
4273,Viaggi di nozze,1995,12,15,2,0,4,Fosca,93,18,"Raniero, Giovannino, Ivano",Jessica
4274,Man in the Attic,1953,11,30,1,5,9,Lily Bonner,659,121,Helen Harley,Slade
4275,Hoodwinked!,2005,15,37,1,2,10,Red Puckett,263,28,Red Puckett,Wolf W. Wolf
4276,Public Enemies,2009,52,193,1,1,40,John Dillinger,1346,49,John Dillinger,Melvin Purvis
4277,And the Ship Sails On,1983,5,5,1,2,3,Sir Reginald J. Dongby,20,6,Sir Reginald J. Dongby,Edmea Tetua
4278,The Fault in Our Stars,2014,16,59,1,5,15,Hazel Grace Lancaster,1446,166,Hazel Grace Lancaster,Isaac
4279,The Last of Robin Hood,2013,17,43,1,3,16,Errol Flynn,986,182,Errol Flynn,Florence Aadland
4280,"Justice, My Foot!",1992,14,18,2,0,6,Sung Sai Kit / Sung Shih Chieh,185,38,Yeung Ching / Yang Ching,Guangzhou Magistrate Ho Yue-Da
4281,New Jack City,1991,25,102,1,3,22,Nino Brown,1969,145,Nino Brown,"Garald ""Gee Money"" Welles"
4282,Little Vera,1988,6,5,1,1,5,Vera,33,13,Vera,Chistyakova
4283,A Burning Hot Summer,2011,3,2,1,1,2,Paul,12,9,Roland,Paul
4284,Practical Magic,1998,12,22,1,2,7,Sally Owens,132,22,Gillian Owens,Jimmy Angelov
4285,The Inbetweeners 2,2014,19,72,1,7,13,Simon Cooper,907,52,Jay Cartwright,Neil Sutherland
4286,Zu: Warriors from the Magic Mountain,1983,5,6,1,1,4,Ting Yin,28,7,Ti Ming Chi,Ting Yin
4287,Top Gun,1986,11,23,1,3,10,Pete 'Maverick' Mitchell,394,118,Pete 'Maverick' Mitchell,Nick 'Goose' Bradshaw
4288,Sushi Girl,2012,10,20,2,4,7,Max,284,40,Crow,Max
4289,London Paris New York,2012,4,3,1,1,3,Lalitha Krishnan,73,64,Lalitha Krishnan,Nikhil Chopra
4290,Amateur Night,2016,10,28,1,7,8,Guy Carter,1302,179,Guy Carter,Nikki
4291,The Wild,2006,14,40,1,4,12,Benny,834,118,Ryan,Samson
4292,Hysteria,2011,17,38,1,2,13,Dr. Mortimer Granville,451,92,Dr. Mortimer Granville,Charlotte Dalrymple
4293,Callas Forever,2002,14,36,1,3,12,Maria Callas,706,145,Larry Kelly,Maria Callas
4294,The City of Your Final Destination,2009,9,23,1,7,8,Omar Razaghi,491,75,Omar Razaghi,Caroline Gund
4295,The Chaperone,2011,19,52,1,3,15,Sally,675,160,Sally,Ray Bradstone
4296,First Kill,2017,12,27,1,2,11,Levi,360,62,Levi,Danny
4297,Good Bye Lenin!,2003,13,18,1,1,10,Alexander 'Alex' Kerner,153,32,Alexander 'Alex' Kerner,Baby Paula - 1 Jahr
4298,Between Love & Goodbye,2008,9,19,1,3,8,Kyle,553,204,Marcel,Kyle
4299,Exit Speed,2008,5,3,2,0,2,Sergeant Archie Sparks,15,6,Annabel Drake,Sam Cutter
4300,Uptown Saturday Night,1974,9,23,1,7,7,Steve Jackson,180,22,Sarah Jackson,Irma Franklin
4301,Look Who's Talking Now,1993,10,17,1,2,6,James Ubriacco,106,11,"Michael ""Mikey"" Ubriacco",Daphne
4302,Whoever Slew Auntie Roo?,1971,12,40,1,6,11,Mrs. Forrest,1171,177,Mrs. Forrest,Katharine Forrest
4303,Tu Chor Main Sipahi,1996,10,17,1,1,7,Thakur Gajendra Singh,200,76,Kajal,Amar Varma
4304,Navajo Joe,1966,7,8,1,1,6,Mervyn 'Vee' Duncan,41,10,Mervyn 'Vee' Duncan,Jeffrey Duncan
4305,Hungry Hearts,2014,5,6,1,2,4,Jude,33,14,Mina,Jude
4306,"Oslo, August 31st",2011,8,9,2,0,4,Anders,44,10,Anders,Mirjam
4307,Ladies of Leisure,1930,7,11,1,3,5,Kay Arnold,316,97,Kay Arnold,Jerry Strong
4308,The Naked Spur,1953,5,10,1,5,4,Ben Vandergroat,150,35,Ben Vandergroat,Jesse Tate
4309,The Dance of Reality,2013,6,5,1,1,3,Jaime Jodorowsky,20,5,Jaime Jodorowsky,Don Aquiles
4310,Oliver & Company,1988,11,41,1,8,10,Francis,446,40,Francis,Tito
4311,Play It to the Bone,1999,24,112,1,4,23,Vince Boudreau,1984,363,Vince Boudreau,Cesar Dominguez
4312,SMS für Dich,2016,8,17,1,2,7,Mark,171,29,Mark,Clara
4313,This Special Friendship,1964,4,3,1,1,3,Georges de Sarre,25,17,Alexandre Motier,Georges de Sarre
4314,Le Plaisir,1952,9,19,1,4,7,Madame Fernande,122,12,Joseph Rivet,Madame Rosa
4315,Fort Apache,1948,16,54,1,6,13,Sgt. Maj. Michael O'Rourke,743,41,Capt. Kirby York,Cochise
4316,Marina Abramovic: The Artist Is Present,2012,3,2,1,1,2,Marina Abramovic,12,9,Marina Abramovic,Ulay
4317,Loving You,1957,8,17,1,4,6,Glenda Markle,259,60,Walter 'Tex' Warner,Glenda Markle
4318,The Karate Kid Part II,1986,9,16,1,4,6,Kesuke Miyagi,145,52,Cab Driver in Okinawa,Kesuke Miyagi
4319,The Big Tease,1999,17,34,1,1,12,Crawford Mackenzie,199,26,Crawford Mackenzie,Candy
4320,Jack the Giant Killer,1962,6,13,1,6,5,Princess Elaine,144,30,Princess Elaine,Jack
4321,Birdy,1984,10,14,1,1,8,Sergeant Al Columbato,85,17,Sergeant Al Columbato,Birdy
4322,Mr Natwarlal,1979,5,5,1,1,4,Vikram Singh,46,19,Vikram Singh,Mr. Natwarlal
4323,Song of the Sea,2014,8,18,1,2,7,Saoirse,631,162,Ben,Saoirse
4324,Imagine Me & You,2005,11,23,1,3,9,Rachel,279,45,Rachel,Luce
4325,Heathers,1988,16,35,1,2,14,Heather Chandler,585,203,Heather Chandler,Veronica Sawyer
4326,Jefferson in Paris,1995,19,41,1,2,14,Thomas Jefferson,542,113,Sally Hemings,Thomas Jefferson
4327,Quo vado?,2016,6,7,1,3,3,Don Tino,32,8,Don Tino,Liuzzi
4328,Silentium,2004,4,3,1,1,3,Simon Brenner,47,19,Simon Brenner,Gottlieb Dornhelm
4329,Lilting,2014,5,10,1,5,4,Junn,419,103,Alan,Vann
4330,Venom,2018,15,26,1,1,13,Eddie Brock / Venom,436,90,Eddie Brock / Venom,Dr. Dan Lewis
4331,Jerry Maguire,1996,51,204,1,2,47,Jerry Maguire,2745,280,Jerry Maguire,Rod Tidwell
4332,Sweet and Lowdown,1999,12,21,1,2,11,Emmet Ray,299,67,Emmet Ray,Django Reinhardt
4333,The Grand,2007,25,92,1,3,20,One Eyed Jack Faro,1853,157,One Eyed Jack Faro,Larry Schwartzman
4334,Apostasy,2017,12,37,1,6,10,Alex,499,53,Alex,Steven
4335,Pulimurugan,2016,6,8,1,3,5,Murugan's childhood,174,83,Murugan's childhood,Daddy Girija
4336,Pirates of the Caribbean: Dead Man's Chest,2006,15,35,1,3,12,Captain Jack Sparrow,563,82,Captain Jack Sparrow,Elizabeth Swann
4337,One Night at McCool's,2001,9,17,1,2,7,Jewel Valentino,127,20,Randy,Jewel Valentino
4338,Poppitz,2002,11,11,2,1,7,Gerry Schartl,63,14,Gerry Schartl,Bertram Klingelmeier
4339,Sharaabi,1984,10,17,1,2,8,Vicky Kapoor,522,206,Vicky Kapoor,Meena
4340,Escape from Tomorrow,2013,7,13,1,4,6,Jim,203,47,Jim,Elliot
4341,Basic Instinct,1992,15,30,1,2,12,Catherine Tramell,331,30,Catherine Tramell,Detective Nick Curran
4342,Rabid Dogs,1974,5,5,1,2,3,Riccardo,28,10,Maria,Greta Garbo
4343,Naken,2000,12,32,1,3,11,the Naked Guy Anders,481,94,the Naked Guy Anders,the girlfriend Maria
4344,Dallas Buyers Club,2013,16,38,1,2,11,Ron Woodroof,497,54,Ron Woodroof,Rayon
4345,Memory,2006,10,19,1,1,9,Taylor Briggs,168,32,Taylor Briggs,Max Lichtenstein
4346,Fighting Elegy,1966,5,7,1,4,4,Kiroku Nanbu,60,28,Kiroku Nanbu,Michiko
4347,The Darkest Hour,2011,12,34,1,5,10,Natalie,986,193,Natalie,Ben
4348,Working Girl,1988,18,34,1,1,16,Tess McGill,537,110,Tess McGill,Jack Trainer
4349,When a Man Falls,2007,5,4,1,1,3,Bill,31,16,Gary Fields,Karen Fields
4350,A Better Tomorrow III: Love and Death in Saigon,1989,7,16,1,6,6,Chow Ying-Kit,491,125,Chow Ying-Kit,Cheung Chi-Mun
4351,Trailer Park Boys: Countdown to Liquor Day,2009,8,12,1,2,5,Randy,450,181,Randy,Bubbles
4352,Blow,2001,26,96,1,3,25,George Jung,2678,300,Diego Delgado,George Jung
4353,Le mac,2010,11,19,1,2,8,Franky,140,39,Franky,Tiago Mendès
4354,The 12th Man,2017,10,12,2,1,6,Marius Grønnvoll,74,12,Marius Grønnvoll,Jan Baalsrud
4355,Hawaa Hawaai,2014,7,8,1,1,6,Arjun Harishchandra Waghmare,37,7,Arjun Harishchandra Waghmare,Bindaas Murugan
4356,Hero,2002,4,6,1,4,3,Broken Sword,120,45,Broken Sword,Flying Snow
4357,August Eighth,2012,3,3,1,3,2,Sergey,19,11,Sergey,Egor
4358,Return of Sabata,1971,4,3,1,1,3,Clyde / Lieutenant,18,7,Clyde / Lieutenant,Sabata / Major
4359,We Are What We Are,2013,11,24,1,3,9,Rose Parker,214,35,Rose Parker,Iris Parker
4360,Whale Rider,2002,6,5,1,1,5,Koro,31,12,Koro,Hemi
4361,The Blue Room,2014,9,17,1,4,6,L'avocat de Julien,170,29,Nicolas Despierre,L'assistante de l'avocat d'Esther
4362,Rendition,2007,26,136,1,8,21,Anwar El-Ibrahimi,2207,141,Anwar El-Ibrahimi,Abasi Fawal
4363,Drift,2013,9,17,1,3,7,Jimmy Kelly,145,18,Andy Kelly,Jimmy Kelly
4364,D2: The Mighty Ducks,1994,32,167,1,3,27,Coach Gordon Bombay,1469,33,Julie Gaffney,Gunnar Stahl
4365,Like Minds,2006,11,27,1,4,10,Alex Forbes,503,132,Alex Forbes,Nigel Colbie
4366,Camping,2006,19,43,1,2,16,Patrick Chirac,361,33,Patrick Chirac,Jacky Pic
4367,Golden Balls,1993,7,10,1,1,6,Benito González,103,31,El Mosca,Benito González
4368,Inspector Gadget,1999,17,56,1,5,13,Artemus Bradford,580,40,Sanford Scolex,Brenda / Robobrenda
4369,Universal Soldier: Regeneration,2009,9,9,2,0,4,Luc Deveraux,59,16,Luc Deveraux,Dr. Sandra Flemming
4370,The Ten Commandments,1956,24,80,1,2,23,Moses,1118,171,Moses,Joshua
4371,ffolkes,1980,19,45,1,1,13,Lou Kramer,280,19,Lou Kramer,Admiral Brinsden
4372,All Things to All Men,2013,15,34,1,2,11,Jonathan Parker,227,24,Jonathan Parker,Mark Corso
4373,True Grit,2010,16,55,1,4,15,"Reuben J. ""Rooster"" Cogburn",1686,255,Mattie Ross,"Reuben J. ""Rooster"" Cogburn"
4374,In the Electric Mist,2009,21,58,1,2,15,Dave Robicheaux,609,47,Robert Leblanc,Julie 'Baby Feet' Balboni
4375,Pulp,1972,8,18,1,3,7,Preston Gilbert,267,47,Preston Gilbert,Mickey King
4376,The Aristocats,1970,14,33,1,2,9,Edgar the Butler,689,91,Edgar the Butler,Georges Hautecourt
4377,More,1969,5,8,1,4,4,Stefan Brückner,115,33,Estelle Miller,Dr. Ernesto Wolf
4378,The Lion King,1994,12,32,1,3,10,Simba,412,65,King Mufasa,Simba
4379,Wild at Heart,1990,17,42,1,2,15,Lula Fortune,396,36,Lula Fortune,Johnnie Farragut
4380,Departures,2008,3,2,1,1,2,Daigo Kobayashi,12,8,Mika Kobayashi,Daigo Kobayashi
4381,Citizen Gangster,2011,13,28,1,3,9,Lenny Jackson,183,27,Val Kozak,Lenny Jackson
4382,The Red Lanterns,1963,9,16,1,4,6,Mary Pana,157,25,Angelos,Mary Pana
4383,"Little Indian, Big City",1994,12,23,1,3,9,Sophie,370,105,Sophie,Mimi-Siku
4384,The Abduction Club,2002,13,39,1,4,11,Garrett Byrne,788,135,Garrett Byrne,Anne Kennedy
4385,The World is Big and Salvation Lurks Around the Corner,2008,6,7,1,2,4,Alexander 'Sashko' Georgiev,26,5,Yana Georgieva,Alexander 'Sashko' Georgiev
4386,Excalibur,1981,18,87,1,9,16,Merlin,1837,186,King Arthur,Merlin
4387,Life Eternal,2015,4,4,1,3,3,Brenner,39,30,Brenner,Köck
4388,The Tenant,1976,5,7,1,4,4,Simone Choule,74,22,Monsieur Zy,Simone Choule
4389,Love Per Square Foot,2018,15,25,1,1,12,Sanjay Chaturvedi,302,99,Sanjay Chaturvedi,Rashi Khurana
4390,Underworld,2003,10,15,1,1,6,Michael Corvin,80,18,Viktor,Michael Corvin
4391,House of 1000 Corpses,2003,9,17,1,3,6,Captain Spaulding,85,10,Bill Hudley,Jerry Goldsmith
4392,Something Borrowed,2011,8,15,1,4,6,Rachel,1621,467,Rachel,Darcy
4393,I Can't Think Straight,2008,18,73,1,3,17,Tala,1278,205,Tala,Leyla
4394,What Just Happened,2008,22,84,1,3,18,Ben,1110,69,Jeremy Brunell,Lou Tarnow
4395,Bee Movie,2007,10,16,1,1,8,Barry B. Benson,198,76,Bee Larry King,Barry B. Benson
4396,Hounds of Love,2016,10,22,1,3,8,Vicki Maloney,490,142,Vicki Maloney,John White
4397,Zombie Hunter,2013,5,7,1,4,4,Alison,46,10,'Fast Lane' Debbie,Jerry
4398,Gangs of New York,2002,31,86,1,2,26,Seamus - Condemned Man,1093,98,Seamus - Condemned Man,"William ""Bill the Butcher"" Cutting"
4399,Troll,1986,10,24,1,4,8,Wendy Anne Potter,336,85,Harry Potter Sr.,Wendy Anne Potter
4400,Gay Purr-ee,1962,4,4,1,3,3,Jaune-Tom,143,119,Mewsette,Jaune-Tom
4401,Jamesy Boy,2014,14,31,1,2,12,James Burns,359,42,James Burns,Lt. Mark Falton
4402,N (Io e Napoleone),2006,14,18,1,1,9,Martino Papucci,117,22,Martino Papucci,Ferrante Papucci
4403,Mississippi Grind,2015,14,25,1,2,12,Gerry,355,102,Gerry,Curtis
4404,Across 110th Street,1972,15,36,1,4,9,Jim Harris,244,25,Jim Harris,Henry J. Jackson
4405,Leap of Faith,1992,9,9,1,1,7,Jonas Nightengale,56,21,Jonas Nightengale,Jane Larson
4406,Falkenberg Farewell,2006,3,2,1,1,2,Holger,11,7,Holger,John
4407,La Chevre,1981,4,6,1,4,3,Campana,65,20,Campana,Meyer
4408,The Frozen Ground,2013,21,61,1,3,17,Lt. Bob Jent,548,43,Cindy Paulson,Lt. Bob Jent
4409,The Entitled,2011,9,16,1,4,6,Bob Vincent,162,27,Nick Nader,Bob Vincent
4410,I'm Not Scared,2003,7,9,1,1,6,Michele,68,20,Michele,Pino Amitrano
4411,Halloween II,1981,16,30,1,1,11,Michael Myers,172,22,Dr. Sam Loomis,Sheriff Leigh Brackett
4412,Storage 24,2012,9,20,1,3,8,Charlie,611,180,Charlie,Mark
4413,Hoe duur was de suiker,2013,4,5,1,4,3,Sarith,105,39,Sarith,Elza
4414,The Holiday,2006,16,31,1,1,13,Amanda Woods,243,29,Graham,Amanda Woods
4415,Hoot,2006,9,23,1,6,8,Roy Eberhardt,177,22,Roy Eberhardt,Dana
4416,Scooby-Doo 2: Monsters Unleashed,2004,14,38,1,3,10,Velma,347,29,Scooby Brainiac,Shaggy
4417,The Chaos Class Is Waking Up,1977,9,17,1,3,8,Kel Mahmut,421,103,Kel Mahmut,Ahmet
4418,Some Came Running,1958,12,38,1,9,11,Dave Hirsh,1070,159,Dave Hirsh,Agnes Hirsh
4419,Parmanu: The Story of Pokhran,2018,4,3,1,2,2,Sushma,11,5,Sushma,CIA Officer Stephen
4420,Vera Drake,2004,24,73,1,2,20,Vera Drake,1236,105,Frank,Reg
4421,Rocky V,1990,10,28,1,4,9,Tommy 'Machine' Gunn,678,222,Tommy 'Machine' Gunn,Rocky Balboa
4422,Tilt,2010,7,15,1,5,6,Gogo,95,9,B-Gum,Stash
4423,Meadowland,2015,6,4,2,0,2,Sarah,22,10,Adam,Joe
4424,A Tree Grows in Brooklyn,1945,10,39,1,9,9,Neeley Nolan,1561,171,Katie Nolan,Johnny Nolan
4425,Naked Weapon,2002,6,6,1,2,4,Charlene Ching,61,40,Jack Chen,Charlene Ching
4426,Cocoon: The Return,1988,18,41,1,2,13,Bernard 'Bernie' Lefkowitz,444,73,Bernard 'Bernie' Lefkowitz,Joseph 'Joe' Finley
4427,Ride Along,2014,20,66,1,4,17,James Payton,1431,195,James Payton,Omar
4428,I Used to Be Darker,2013,10,19,1,3,7,Taryn,240,54,Abby,Taryn
4429,Learning to Drive,2014,7,12,1,3,6,Wendy,74,19,Wendy,Ted
4430,Cross Creek,1983,13,35,1,3,10,Marjorie Kinnan Rawlings,507,102,Marjorie Kinnan Rawlings,Ellie Turner
4431,Murder by Decree,1979,18,63,1,5,16,Sherlock Holmes,1497,196,Dr. John H. Watson,Sherlock Holmes
4432,The Wolf of Wall Street,2013,49,297,1,3,48,Jordan Belfort,4282,370,Jordan Belfort,Donnie Azoff
4433,Sexy Beast,2000,9,15,1,2,7,Gary „Gal“ Dove,234,80,Gary „Gal“ Dove,Don Logan
4434,Strategic Air Command,1955,9,23,1,5,8,Sally Holland,509,91,Sally Holland,Tom Doyle
4435,Showdown in Little Tokyo,1991,7,18,1,6,6,Mr. Kenner,194,38,Mr. Kenner,Johnny Murata
4436,Netherbeast Incorporated,2007,21,123,1,13,18,Rebecca Sibley,1565,94,Mike Yarrow,Turner Claymore
4437,The Vampire Lovers,1970,10,19,1,1,8,Emma Morton,122,21,Emma Morton,The Governess (Mme. Perrodot)
4438,The Big White,2005,12,32,1,3,11,Paul Barnell,391,91,Paul Barnell,Raymond Barnell
4439,Welcome to the Quiet Room,2007,14,17,1,1,12,Asuka Sakura,104,14,Komono,Asuka Sakura
4440,Just Buried,2007,13,41,1,3,12,Roberta Knickle,312,24,Roberta Knickle,Charlie Richmond
4441,The Aristocrats,2005,7,5,2,0,2,Joe Franklin,23,9,Hugh Hefner,Gilbert Gottfried
4442,Jack the Ripper,1976,6,6,2,2,3,Mrs. Baxter,21,4,Mrs. Baxter,Marika Stevenson
4443,Dracula Has Risen from the Grave,1968,7,12,1,3,5,Paul,243,63,Paul,Maria Mueller
4444,The Bride with White Hair,1993,6,10,1,4,5,General Wu San-Kuei,179,55,General Wu San-Kuei,Zhuo Yi-Hang
4445,Spy Game,2001,26,65,1,2,24,Nathan D. Muir,848,167,Nathan D. Muir,Tom Bishop
4446,The To Do List,2013,19,69,1,5,16,Brandy Klark,1554,186,Brandy Klark,Cameron Mitchell
4447,The Swimming Pool,1969,3,2,1,1,2,Fred,6,3,Marianne,Fred
4448,"I, Cesar",2003,11,21,1,4,8,César Petit,313,68,César Petit,Morgan Boulanger
4449,One-Eyed Jacks,1961,14,42,1,3,12,Louisa,442,41,Sheriff Dad Longworth,Rio
4450,The Advocate,1993,15,29,1,1,12,Richard Courtois,229,32,Richard Courtois,Pincheon
4451,Easy Money III: Life Deluxe,2013,9,10,1,1,5,Jorge,43,8,Jorge,Radovan
4452,China Strike Force,2000,10,19,1,2,7,Alex Cheung,123,16,Darren Tong,Alex Cheung
4453,Thank You for Smoking,2005,22,76,1,2,21,Nick Naylor,964,77,Nick Naylor,Joey Naylor
4454,The Princess Bride,1987,11,29,1,7,8,Prince Humperdinck,459,55,Inigo Montoya,Fezzik
4455,"Life, Animated",2016,5,6,1,2,4,Owen Suskind,263,119,Ron Suskind,Owen Suskind
4456,Black Irish,2007,10,13,1,1,7,Terry McKay,111,23,Terry McKay,Anthony
4457,Back to the Future Part II,1989,20,65,1,4,17,Biff Tannen Museum Narrator,969,116,Biff Tannen Museum Narrator,Lorraine
4458,Angry Indian Goddesses,2015,6,12,1,6,5,Nargis Nasreen,113,20,Nargis Nasreen,'Jo' Joanna
4459,It Follows,2014,7,6,2,1,4,Jay Height,39,10,Jay Height,Greg Hannigan
4460,Godzilla vs King Ghidorah,1991,8,10,1,1,7,Godzilla-Saurus,118,43,Godzilla-Saurus,Businessman Yasuaki Shindo
4461,Momo,1986,7,11,1,3,4,Momo,124,49,Momo,Gigi
4462,House on the Edge of the Park,1980,5,8,1,4,4,Cindy,74,18,Cindy,Howard
4463,Kids Return,1996,4,5,1,4,3,Hayashi,29,11,Hayashi,Shinji
4464,The Last Ottoman: Knockout Ali,2007,12,14,1,1,11,Yandim Ali,119,25,Yandim Ali,Mustafa Kemal
4465,The Silenced,2015,4,4,1,3,3,Shizuko,38,18,Shizuko,Yuka
4466,Dark Star,1974,4,6,1,4,3,Sgt. Pinback alias Bill Fruge,177,62,Lt. Doolittle,Talby
4467,3 Idiots,2009,20,61,1,3,15,Pia,637,35,Farhan Qureshi,Pia
4468,R,2010,3,2,1,1,2,Rashid,13,7,Rashid,Sune
4469,Revelation Road: The Beginning of the End,2013,5,5,1,1,4,Josh McManus,42,25,Rachel McManus,Josh McManus
4470,Green Room,2015,14,56,1,9,12,Sam,1324,99,Sam,Reece
4471,Half Light,2006,13,32,1,2,12,Rachel Carlson,364,40,Rachel Carlson,Sharon Winton
4472,Mustang,2015,8,8,2,0,4,Lale,37,9,Nur,Yasin
4473,Telling Tales,2015,8,14,1,3,6,Riza,321,78,Ayperi,Riza
4474,Get a Job,2016,17,41,1,1,11,Will Davis,229,26,Roger Davis,James Gentry
4475,Blazing Saddles,1974,12,16,1,1,8,Hedley Lamarr,172,56,Mongo,Hedley Lamarr
4476,Camille,1936,9,30,1,8,8,Marguerite Gautier,544,88,Marguerite Gautier,"Nanine, femme de chambre de Marguerite"
4477,Cowspiracy: The Sustainability Secret,2014,5,4,1,1,4,Kip Andersen,28,12,Kip Andersen,Herself - Amazon Watch
4478,Rock 'n' Roll High School,1979,15,45,1,4,12,Joey Ramone,709,81,Tom Roberts,Kate Rambeau
4479,Barely Legal,2003,16,46,1,2,11,Fred,449,32,Deacon,Ashley
4480,Barry Munday,2010,14,28,1,1,13,Barry Munday,428,77,Barry Munday,Ginger Farley
4481,Home Movie,2008,5,8,1,4,4,Clare,1129,423,Clare,David Poe
4482,Connie and Carla,2004,18,72,1,5,17,Connie,1092,110,Connie,Rudy
4483,Hell Drivers,1957,15,50,1,3,14,Tom Yately,593,75,Tom Yately,"Jimmy Yately, Tom's brother"
4484,Lianna,1983,10,20,1,2,8,Lianna,198,30,Spencer,Theda
4485,Belle de Jour,1967,9,16,1,3,6,Pierre Serizy,119,15,Séverine Serizy,Pierre Serizy
4486,Fletch Lives,1989,21,43,1,2,15,Irwin 'Fletch' Fletcher,510,62,Jimmy Lee Farnsworth,Irwin 'Fletch' Fletcher
4487,Bus 174,2002,5,4,1,1,4,Sandro do Nascimento,35,18,Damiana,Sandro do Nascimento
4488,Berlin Syndrome,2017,5,7,1,4,4,Clare Havel,108,76,Andi Werner,Clare Havel
4489,Pretty in Pink,1986,11,19,1,1,9,Andie Walsh,201,34,Blane McDonough,Steff
4490,The Great Mouse Detective,1986,9,17,1,3,6,Dr. David Q. Dawson,295,101,Dr. David Q. Dawson,Basil of Baker Street
4491,What About Bob?,1991,14,47,1,5,13,Bob Wiley,2054,336,"Sigmund ""Siggy"" Marvin",Bob Wiley
4492,Tutta la vita davanti,2008,24,104,1,6,23,Marta,1817,154,Claudio,Marta
4493,The War of the Roses,1989,11,19,1,2,10,Oliver Rose,250,71,Oliver Rose,Barbara Rose
4494,Glory Road,2006,27,109,1,2,20,David Lattin,1292,79,Bobby Joe Hill,David Lattin
4495,Rock On!!,2008,8,13,1,2,7,Aditya 'Adi' Shroff,301,135,Joseph 'Joe' Mascarenhas,Aditya 'Adi' Shroff
4496,Grabbers,2012,12,21,1,2,7,Brian Maher,176,30,Brian Maher,Dr. Adam Smith
4497,Jimmy the Gent,1934,12,27,1,2,11,Jimmy Corrigan,415,63,Jimmy Corrigan,Joan Martin
4498,Johan Falk: GSI - Gruppen för särskilda insatser,2009,16,47,1,2,14,Johan Falk,320,20,Tommy Ridders,Ove Wagner
4499,Kilo Two Bravo,2014,13,38,1,4,11,Mark Wright,555,72,Mark Wright,Stu Hale
4500,Diary of a Nymphomaniac,2008,7,8,1,1,6,Val 21 Años,54,11,Val 21 Años,Pedro
4501,Beirut,2018,33,176,1,5,25,Sandy Crowder,2912,143,Mason Skiles,Karim
4502,Pokémon the Movie: I Choose You!,2017,24,165,1,13,23,Piplup,21050,2838,Ash Ketchum,Pikachu
